fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.6,0.8661542,169,109,50,0.014934857,-0.27204826,AB,740,6772.619132804482,3615.8904,3204.6755,15,2,CA,72,1,BB,1,1,15,0,200.0,0,INTERNET,3.3249037,other,1,1,0,7
1,0.9,0.8059092,-1,61,30,0.0049485485,-0.75988233,AC,1003,366.3317576931765,4559.107,4201.427,5,2,CA,263,1,BA,0,0,-1,0,1500.0,0,INTERNET,44.69656,linux,0,1,0,6
1,0.9,0.02054753,56,30,20,0.00015965305,-0.9332558,AC,1722,11929.10823573936,7324.345,5358.787,14,12,CA,49,1,BC,0,1,29,0,200.0,0,INTERNET,9.235083,linux,1,2,0,2
0,0.7,0.7130807,-1,226,40,0.014244619,-1.1287628,AB,1424,3533.111154878467,2963.1423,3138.933,2,2,CA,127,0,BA,1,0,20,0,200.0,0,INTERNET,3.7597907,linux,0,1,0,7
0,0.7,0.75965023,-1,148,30,0.006528508,-1.530559,AD,580,3869.313433591324,3222.4502,5292.258,16,6,CB,43,0,BA,1,1,26,0,200.0,0,INTERNET,4.370199,linux,0,1,0,1
0,0.7,0.6549013,-1,351,20,0.0032597326,19.266834,AA,1566,10405.906818576788,5063.9863,5312.5986,680,12,CB,152,1,BE,0,1,20,0,1500.0,1,INTERNET,3.9220786,windows,0,1,0,1
0,0.1,0.85785973,-1,359,60,0.012918729,-0.65938354,AC,912,5350.029757107171,5119.311,4953.535,0,2,CC,165,0,BA,0,1,-1,0,1000.0,0,INTERNET,4.363589,windows,0,2,0,4
0,0.6,0.36122715,-1,163,40,0.003067415,-0.96785426,AC,1166,9150.78060905297,8800.154,5337.9897,0,4,CA,44,0,BB,0,1,-1,0,200.0,0,INTERNET,6.0835843,macintosh,0,1,0,1
0,0.1,0.17715995,-1,246,30,2.518307,-0.6906163,AB,800,8277.427015635407,5213.1265,5366.499,14,7,CA,63,1,BE,0,1,30,0,200.0,0,INTERNET,10.922359,windows,1,1,0,1
0,0.9,0.839935,38,8,40,0.00417207,-0.77314174,AB,519,8127.582759266731,5006.011,5292.228,18,9,CA,-110,1,BC,1,0,30,0,200.0,0,INTERNET,1.8761526,windows,1,1,0,1
0,0.4,0.12082599,-1,363,50,0.008593592,-0.65930736,AB,860,1537.9952452332093,3281.1511,4964.206,5,5,CA,233,1,BA,0,1,31,0,1500.0,0,INTERNET,3.3571525,linux,0,1,0,3
0,0.6,0.7222463,-1,76,40,0.01332249,22.111322,AB,2310,5042.284736427007,3826.9163,4937.6772,1326,6,CA,-37,0,BB,1,1,5,1,200.0,0,INTERNET,3.6108062,linux,0,1,0,3
0,0.3,0.62547904,-1,255,30,3.7082043,-0.6560265,AC,1131,6198.095553477052,3980.051,4256.631,1,5,CE,52,0,BE,0,1,-1,0,200.0,0,INTERNET,57.893757,other,0,1,0,5
0,0.1,0.41499475,-1,365,50,0.0006363931,-0.7032126,AC,807,4270.506861019895,3934.5706,4297.0684,1,7,CA,129,0,BE,0,0,-1,0,200.0,0,INTERNET,8.3014,windows,0,1,0,5
0,0.8,0.15712379,-1,18,40,0.0142298695,-1.1723237,AB,886,5179.605776035054,4693.5186,4247.695,178,5,CA,108,0,BC,1,1,5,0,200.0,0,INTERNET,1.6056007,other,0,1,0,5
0,0.5,0.28193602,-1,55,20,0.0003901447,-1.889163,AB,1297,7988.470902508661,5273.0283,4924.6904,16,13,CA,137,0,BB,0,1,31,0,200.0,0,INTERNET,3.305304,other,0,1,0,4
0,0.4,0.14699787,54,9,30,9.479382,-0.60628414,AC,5490,8497.61995001246,7309.392,6788.667,0,12,CB,173,1,BA,0,1,-1,0,200.0,0,INTERNET,11.870878,linux,0,1,0,0
0,0.7,0.06828473,-1,31,40,1.1776657,26.786312,AA,2583,4667.815790200147,3496.7544,3088.0427,1287,3,CF,220,0,BA,1,1,2,0,200.0,0,INTERNET,12.280845,linux,1,1,0,7
0,0.4,0.19816837,-1,121,20,0.016042333,-0.6987054,AC,3046,8200.167192796767,4771.6904,5493.1753,0,18,CB,95,1,BC,0,1,-1,0,200.0,0,INTERNET,8.305822,windows,1,1,0,2
0,0.9,0.62359655,-1,43,30,0.009205192,-0.23627676,AC,2010,4467.831892147921,2946.3474,5533.223,0,14,CA,230,1,BA,0,1,-1,0,1500.0,0,INTERNET,8.594345,linux,1,1,0,1
0,0.1,0.50167906,-1,93,50,0.008330886,-0.7010618,AC,1047,3627.7996843767146,5312.296,5316.764,0,4,CC,170,0,BA,0,1,30,0,1500.0,0,INTERNET,4.5448165,windows,1,1,0,1
0,0.9,0.62346387,-1,41,30,5.7775607,21.125267,AA,1014,1487.3812767637176,2450.9683,3683.6367,27,4,CA,63,0,BC,1,1,6,0,200.0,0,INTERNET,8.102955,other,1,1,0,6
0,0.8,0.18030645,-1,59,20,0.007187969,-1.2844956,AB,2671,4112.602468369792,2773.61,4134.0703,1,9,CF,64,0,BD,0,1,-1,0,200.0,0,INTERNET,8.839568,linux,0,1,0,5
0,0.9,0.19932812,110,15,30,0.008231827,0.5142034,AA,1981,3628.8593965625487,2449.474,4176.781,1911,11,CA,171,1,BB,1,1,15,1,200.0,0,INTERNET,9.02087,windows,1,1,0,5
0,0.4,0.7668732,-1,127,30,0.020498594,-0.8227026,AD,1546,7074.923475662527,5391.126,5101.345,1555,6,CA,270,0,BA,0,1,21,0,1500.0,0,INTERNET,25.35167,windows,0,1,0,3
0,0.7,0.9990324,-1,55,40,0.022266326,-1.1325246,AC,589,5137.395751548671,5430.461,3666.7615,1,2,CA,56,0,BB,1,1,-1,0,200.0,0,INTERNET,2.6336982,linux,1,1,0,6
0,0.7,0.76584655,50,15,10,0.01501302,-1.1325827,AC,841,12245.011278037013,6864.5703,6407.5986,3,8,CB,123,1,BC,1,1,-1,0,200.0,0,INTERNET,3.7645197,windows,1,1,0,0
0,0.6,0.20614865,-1,63,40,0.019362781,-1.5784596,AB,2929,3154.39209807712,3594.0332,3752.1843,15,4,CA,191,0,BB,0,1,28,0,200.0,0,INTERNET,2.7211528,macintosh,0,1,0,6
0,0.1,0.18673563,57,2,40,0.0012411514,-1.4494003,AB,727,1644.1533383020346,5882.679,5162.061,13,5,CB,92,1,BB,1,1,15,0,200.0,0,INTERNET,13.1931505,linux,1,1,0,4
0,0.9,0.91034067,-1,52,50,0.023879698,49.96626,AA,999,11962.210687353903,7276.4434,5694.6724,2,6,CA,176,1,BC,0,1,30,1,500.0,0,INTERNET,1.5833639,windows,0,1,0,2
0,0.2,0.5723188,-1,121,40,0.021085463,-1.0553665,AD,1588,9027.274915514216,4609.463,6742.007,204,13,CA,123,1,BC,1,1,26,0,200.0,0,INTERNET,4.7154365,other,1,1,0,0
0,0.5,0.34990263,-1,14,50,0.032855105,26.230478,AB,1621,948.0594346896022,3443.0671,3026.0042,18,4,CA,184,0,BC,0,1,28,0,1000.0,0,INTERNET,4.5867424,macintosh,1,1,0,7
0,0.1,0.9091074,-1,153,60,0.0042783706,-1.0183595,AC,1284,3591.607390551801,2992.621,4334.172,0,5,CC,85,1,BB,1,1,-1,1,200.0,0,TELEAPP,3.6733778,linux,0,0,0,5
0,0.6,0.8825185,-1,122,20,0.0069536585,-1.3850807,AB,2942,3493.862375906859,4258.928,4181.74,11,21,CA,66,0,BB,0,1,1,0,200.0,0,INTERNET,4.9542594,linux,1,1,0,5
0,0.8,0.43830135,32,18,30,0.013809305,-1.486317,AC,525,9254.572054821549,4647.4883,4958.7607,1,8,CB,148,0,BC,0,1,-1,0,200.0,0,INTERNET,6.031353,other,1,1,0,3
0,0.9,0.8204041,27,-1,30,0.017368633,-0.57847816,AB,416,7858.928800127679,5156.1143,4866.8516,12,11,CA,93,1,BC,1,1,28,0,200.0,0,INTERNET,4.548121,windows,1,1,0,4
0,0.3,0.78506494,-1,72,20,0.024216762,34.31548,AA,4578,4209.815772297097,3978.361,4211.357,35,14,CD,97,0,BE,0,1,1,0,200.0,0,INTERNET,4.0803213,linux,1,1,0,4
0,0.7,0.50263613,156,17,30,28.509226,-0.76020414,AB,1208,4906.883588385956,6639.005,5943.297,6,15,CA,130,1,BC,1,1,25,0,200.0,0,INTERNET,7.684828,other,1,1,0,0
0,0.3,0.6465594,-1,311,20,0.024692949,14.59413,AA,3736,2193.8304805326025,5633.804,5634.7334,10,20,CA,41,0,BE,0,1,2,1,200.0,0,INTERNET,3.6682336,other,0,1,0,2
0,0.7,0.1954114,-1,27,20,0.026626898,-1.172478,AB,2566,1992.6937886060705,5501.092,3695.4692,29,17,CA,250,1,BE,0,1,11,0,1500.0,0,INTERNET,21.188335,other,0,1,0,6
0,0.7,0.70912445,22,0,20,0.0050375503,-1.2894961,AD,3636,8007.578069056773,5831.981,6332.478,8,13,CF,85,1,BC,1,1,1,0,200.0,0,INTERNET,1.9629731,windows,0,1,0,0
0,0.9,0.786199,-1,50,20,0.016978584,-0.87473756,AB,3427,8853.067297037041,6679.145,6535.626,3,15,CB,220,1,BC,0,1,1,0,1500.0,0,INTERNET,4.0581264,other,1,1,0,0
0,0.6,0.76751834,-1,180,50,0.01492359,-0.94841313,AD,1943,995.7534703983896,5080.9614,6435.1724,10,11,CA,299,1,BA,1,0,2,0,1500.0,0,INTERNET,2.4840283,linux,1,1,0,0
0,0.7,0.13946629,-1,55,50,0.00015539241,-1.2712822,AB,2549,7756.476270434438,5875.073,4944.257,17,12,CA,106,0,BA,0,1,1,0,200.0,0,INTERNET,1.6143291,windows,0,1,0,3
0,0.9,0.5142127,-1,43,20,0.007692984,52.51338,AA,893,2560.86639985322,2525.3926,5412.2944,5,5,CA,37,1,BC,0,1,15,1,200.0,0,INTERNET,4.128471,windows,0,1,0,1
0,0.3,0.9006706,34,3,30,0.020977722,-0.4566903,AB,260,6053.353521176899,3220.109,5035.8726,10,13,CA,189,0,BB,0,1,1,0,500.0,0,INTERNET,2.0885808,windows,1,1,0,3
0,0.8,0.17959538,94,11,30,8.278051,14.608049,AA,1700,3431.0725493877367,6240.372,4961.785,32,26,CA,17,1,BB,0,1,29,0,210.0,0,INTERNET,2.0515814,other,1,1,0,4
0,0.1,0.399415,8,1,30,0.018250832,23.527344,AA,270,2689.8432023850096,2860.9866,5210.0654,3,9,CA,93,0,BC,0,1,29,0,200.0,0,INTERNET,4.5825405,windows,1,1,0,7
0,0.8,0.7038373,191,73,20,0.025959816,101.54384,AD,1309,3213.7695946844274,3445.1365,4949.088,12,11,CA,181,0,BC,0,1,1,0,500.0,0,INTERNET,9.809286,other,0,1,0,4
0,0.7,0.8925827,55,16,30,0.0045266883,-0.9941712,AC,1559,2322.165464798163,5350.566,5254.992,0,12,CA,259,0,BC,0,1,-1,0,1000.0,0,INTERNET,15.896794,other,1,1,0,3
0,0.9,0.92311513,-1,123,30,0.010470234,-0.4077092,AB,1470,3834.82382502324,4776.656,5639.0386,12,10,CA,118,1,BC,0,1,15,0,200.0,0,INTERNET,9.828659,windows,1,1,0,1
0,0.9,0.808296,58,14,30,0.02278658,-1.0371224,AC,2454,4951.529748203947,2530.8237,3773.298,0,8,CB,173,0,BA,1,1,-1,0,500.0,0,INTERNET,4.459897,other,1,1,0,6
0,0.8,0.067507714,-1,20,30,0.034143817,-1.2631055,AA,865,8136.265918651471,5253.005,6408.034,620,7,CB,64,1,BA,0,1,28,0,200.0,0,INTERNET,10.000744,linux,0,1,0,0
0,0.9,0.557426,25,13,40,0.02912315,-1.7546365,AC,1471,9107.771571308918,5842.917,5016.5825,0,8,CA,171,0,BC,1,1,-1,1,1000.0,0,INTERNET,16.866764,windows,1,1,0,4
1,0.7,0.18676469,-1,59,30,0.013775039,-1.2701161,AD,1113,7399.932225906664,5220.7573,4832.288,26,6,CB,143,1,BC,1,1,30,0,500.0,0,TELEAPP,4.7384315,other,0,0,0,4
0,0.7,0.011604924,-1,201,50,0.024206499,-1.5841008,AB,3416,3836.064270618924,5451.452,5339.358,15,1,CC,280,0,BB,1,0,1,0,1500.0,0,INTERNET,4.3944187,windows,1,1,0,1
0,0.7,0.21229611,-1,151,50,0.009524808,-0.74503726,AB,2528,5453.452423642229,5578.567,4292.9297,35,7,CB,53,0,BA,1,1,1,1,1000.0,0,INTERNET,3.7886126,linux,1,2,0,3
0,0.1,0.6230955,-1,50,30,0.0049060658,13.488514,AA,1660,2955.992523382439,5013.6685,6867.9478,2,18,CA,19,0,BE,0,1,5,1,200.0,0,INTERNET,6.240556,linux,1,1,0,0
0,0.9,0.1492536,-1,330,20,0.014267386,5.7913637,AA,1283,13707.531455044147,6561.5933,5634.8057,19,12,CA,171,1,BE,1,1,28,0,200.0,0,INTERNET,6.0185738,other,1,1,0,1
0,0.2,0.14170848,-1,79,30,7.120705,95.73257,AA,2435,3318.156058340765,3051.3755,4885.907,2,10,CB,29,1,BC,0,1,28,0,200.0,0,INTERNET,7.1866755,linux,0,1,0,4
0,0.6,0.17024274,27,11,30,0.0047664293,-1.4861847,AB,1262,7138.633626394812,5931.295,4281.165,16,6,CA,143,0,BC,0,1,1,0,200.0,0,INTERNET,6.9114695,other,0,1,0,4
0,0.8,0.78476346,14,14,60,0.030145576,2.0976036,AA,3394,2239.6835700091488,6391.8174,6722.4414,7,5,CA,232,0,BC,1,1,1,0,1500.0,0,INTERNET,9.593597,other,1,1,0,0
0,0.7,0.21609573,-1,138,30,0.00994671,-1.2957556,AB,1967,7961.7233653986195,4640.144,4348.3203,251,11,CF,120,0,BB,1,1,15,0,200.0,0,INTERNET,7.287259,other,1,1,0,5
0,0.1,0.76854956,-1,42,30,0.014535261,-1.1860602,AB,1554,1327.111212710473,3319.1328,4206.1895,14,10,CD,119,1,BB,0,1,30,1,200.0,0,INTERNET,1.3952069,other,1,1,0,7
0,0.8,0.51044744,240,12,30,0.0119613465,-0.554255,AB,3971,9116.40411401142,7176.1743,5702.212,1428,7,CB,95,0,BC,0,1,1,0,200.0,0,INTERNET,2.9405067,other,1,1,0,2
0,0.5,0.25851518,-1,98,60,0.0007805647,-0.5106541,AC,1166,11803.413615406398,7125.7754,5323.1553,12,5,CB,117,0,BC,0,1,-1,0,200.0,0,INTERNET,10.438476,linux,1,1,0,1
0,0.3,0.68653065,-1,49,20,0.009929698,-0.4917467,AC,1714,4870.719172850535,5303.5254,5043.049,0,7,CA,159,0,BB,1,1,-1,0,500.0,0,INTERNET,3.5503252,windows,1,1,0,4
0,0.8,0.27242193,25,1,80,10.94568,-0.9516426,AC,906,4990.141163936211,2839.2537,3166.945,0,2,CA,106,1,BC,1,1,-1,0,200.0,0,INTERNET,37.906536,linux,1,1,0,7
0,0.9,0.99526817,25,4,30,0.021611996,-0.8131327,AB,221,5847.876686330463,6519.254,4929.7417,32,8,CF,112,0,BC,1,0,16,0,200.0,0,INTERNET,4.941028,other,1,1,0,3
0,0.1,0.29481372,-1,44,20,0.010128768,34.433525,AA,3962,9618.932215592436,6382.2334,6706.32,16,4,CA,45,1,BC,1,1,11,0,200.0,0,INTERNET,8.411856,other,1,1,0,0
0,0.6,0.29017532,29,4,30,0.022063574,25.776678,AA,1832,6119.564181527016,3186.4453,4131.555,1,11,CA,89,1,BD,1,1,27,0,200.0,0,INTERNET,4.794165,linux,1,1,0,5
0,0.7,0.058639854,-1,178,40,0.003393751,-0.44341955,AD,303,1159.6795833954225,2832.9773,4697.956,25,9,CA,137,1,BC,0,1,2,0,200.0,0,INTERNET,5.15064,windows,0,1,0,3
0,0.9,0.8616881,-1,139,40,0.0129287,-0.7438691,AB,2026,985.2445253197136,3613.4558,4819.902,41,7,CA,214,1,BC,1,1,30,1,500.0,0,INTERNET,5.315394,windows,0,1,0,3
0,0.8,0.2258577,-1,38,30,1.3014463,-0.7317597,AC,915,3236.838721624264,4600.6943,4254.8643,0,11,CB,179,0,BB,0,1,-1,0,2000.0,0,TELEAPP,5.2584667,other,0,1,0,5
0,0.7,0.022361884,-1,70,60,2.8649724,-1.3999703,AC,2884,5851.978128030585,4006.3765,4296.924,0,2,CC,107,0,BB,1,1,-1,0,500.0,0,INTERNET,8.170999,windows,0,2,0,4
0,0.9,0.6578376,-1,52,40,0.008224889,-0.51331425,AC,2156,4156.848506680788,3653.8333,4496.4146,1,4,CA,127,1,BB,0,1,-1,0,200.0,0,INTERNET,2.728287,other,1,1,0,7
0,0.1,0.14058037,22,8,40,6.714743,-1.4210842,AC,963,6660.227447949331,6001.4897,6648.4434,4,7,CA,62,0,BC,0,1,6,0,200.0,0,INTERNET,30.225487,other,1,1,0,1
0,0.8,0.5603424,-1,53,30,0.48322788,-0.9392371,AA,1031,5751.066203226987,4996.332,4178.91,16,4,CA,246,0,BC,0,1,5,0,1500.0,0,INTERNET,4.0075593,macintosh,1,1,0,6
0,0.4,0.85523474,29,3,20,0.034073472,51.12566,AA,1411,3609.164883458656,5642.8013,4800.017,380,12,CA,111,1,BE,1,1,1,0,200.0,0,INTERNET,2.3347003,other,1,1,0,3
0,0.6,0.08551858,-1,41,30,0.014536666,33.95301,AA,1950,7435.112726900302,4732.0728,4860.677,12,8,CB,85,1,BC,1,1,28,1,510.0,0,INTERNET,8.563318,linux,0,1,0,3
0,0.1,0.5050647,313,8,30,0.027707962,-1.1518075,AB,1154,6823.77772245344,4863.175,4828.176,8,13,CA,130,1,BC,0,1,16,0,200.0,0,INTERNET,5.255758,other,0,1,0,4
0,0.4,0.011222727,-1,140,40,0.006942668,-0.9855377,AB,917,3683.919799840871,2599.9397,3094.4817,15,2,CA,163,1,BA,1,1,1,0,500.0,0,INTERNET,1.9153342,linux,1,1,0,7
0,0.5,0.46871385,10,9,20,0.026883598,-0.8809911,AB,1209,8498.191041950178,5398.3716,4822.8315,11,15,CA,38,1,BC,0,1,1,0,200.0,0,INTERNET,4.6950645,linux,0,1,0,1
0,0.9,0.89371675,-1,28,30,0.011139656,-0.6837482,AB,1002,8177.18794123937,5824.707,6681.2705,8,15,CA,70,1,BC,1,1,1,0,200.0,0,INTERNET,3.8015366,other,1,1,0,0
0,0.4,0.13137963,87,11,20,0.00893242,-0.9890065,AB,819,2574.932115677802,2740.1016,3152.5332,14,11,CA,95,0,BB,0,1,25,0,200.0,0,INTERNET,1.5682482,linux,1,1,0,7
0,0.5,0.9561351,-1,113,40,0.010346826,-0.8452679,AC,873,4511.96177365979,4714.898,5354.306,2,8,CF,155,0,BC,1,1,-1,1,200.0,0,INTERNET,2.0939476,linux,0,1,0,2
0,0.2,0.05908219,-1,59,30,0.7281621,-1.7042106,AD,1366,8941.252281323734,5497.8354,4256.428,597,7,CA,61,0,BC,1,1,15,1,200.0,0,INTERNET,1.2496786,windows,1,1,0,5
0,0.5,0.548375,-1,118,40,0.024552405,-0.934225,AC,630,12853.050488976794,5097.32,5526.0693,1,22,CB,107,1,BE,0,1,-1,1,200.0,0,INTERNET,2.18577,other,1,1,0,1
0,0.1,0.81040096,-1,362,40,0.0015980885,-0.86893594,AB,400,976.5933880551546,4325.3945,5354.809,1381,12,CB,181,0,BA,1,0,10,0,1000.0,0,INTERNET,2.6232307,macintosh,1,1,0,1
0,0.8,0.1336276,54,6,30,72.48382,-0.96064,AC,790,2122.053081430971,2866.5474,4332.5825,0,10,CA,94,1,BC,0,1,-1,0,500.0,0,INTERNET,5.4289026,other,0,1,0,6
0,0.9,0.26376766,-1,176,30,0.014972753,-1.1057715,AA,1699,4728.170796253372,2533.3247,4306.1396,32,7,CB,162,1,BC,1,1,26,0,200.0,0,INTERNET,6.303576,windows,0,1,0,5
0,0.7,0.21491714,-1,93,20,0.00045862052,-0.3067052,AC,1096,4485.631688935504,7932.6167,5580.254,0,19,CB,15,0,BE,0,1,-1,0,200.0,0,INTERNET,6.435358,windows,0,1,0,2
0,0.8,0.09297988,-1,51,50,0.004569142,-1.5320375,AC,967,4938.057175614859,4026.042,3048.5544,0,3,CF,126,0,BB,1,1,-1,1,200.0,0,INTERNET,1.7024939,windows,1,1,0,7
0,0.8,0.2211609,-1,245,30,0.00083753915,-0.5427999,AC,1377,6808.217820766276,3760.4353,5089.0835,1,10,CA,104,1,BE,0,1,-1,0,200.0,0,INTERNET,3.5693219,other,0,1,0,4
0,0.6,0.08889422,29,1,20,0.019863138,-1.5310088,AB,1620,2383.023526169003,6836.6953,5057.3755,12,9,CA,145,0,BC,0,1,1,0,500.0,0,INTERNET,18.14893,other,1,1,0,2
0,0.9,0.689376,96,10,10,1.231674,-0.14754435,AC,2057,8539.484046761956,6947.2153,5328.557,0,10,CA,67,1,BC,1,1,-1,0,200.0,0,INTERNET,6.4070573,windows,0,1,0,1
0,0.5,0.07450182,65,14,40,0.036298443,48.11498,AA,1839,1338.415880464285,3763.2356,5129.365,6,1,CC,73,1,BB,0,1,21,1,200.0,0,INTERNET,2.6450896,linux,0,1,0,2
0,0.1,0.18609016,-1,41,20,0.011624407,-1.179586,AC,1324,1692.763451212488,7101.9365,3161.7852,1,12,CA,213,0,BA,1,0,-1,1,500.0,0,INTERNET,2.567427,other,0,1,0,1
0,0.8,0.7657796,30,12,30,0.0046912204,-0.46109667,AC,2794,7266.310934248627,2914.0232,4417.6035,0,10,CA,204,1,BA,1,0,-1,1,500.0,0,INTERNET,5.9704485,macintosh,1,1,0,4
0,0.2,0.02603267,-1,43,60,0.0015487655,30.139116,AB,2991,8887.689286181609,4670.0015,5054.232,36,1,CA,262,1,BA,0,1,30,0,200.0,0,INTERNET,4.9899917,linux,1,1,0,2
0,0.4,0.48683766,45,23,30,0.021984527,-0.60758835,AB,660,7997.465954908821,5594.9043,6704.2666,8,17,CA,147,0,BC,0,1,5,0,500.0,0,INTERNET,1.5280441,other,1,1,0,0
0,0.3,0.115471095,-1,49,30,0.022668723,-1.5210615,AB,2550,9612.775378600969,5377.224,6042.676,2,21,CA,95,1,BC,0,1,10,0,200.0,0,INTERNET,4.591134,other,1,1,0,4
0,0.5,0.23996636,-1,31,30,0.017504439,-0.83158755,AC,2415,1175.6925777991744,4190.804,4931.617,1699,15,CA,198,0,BC,0,1,-1,0,500.0,0,INTERNET,3.1541126,other,1,1,0,4
0,0.3,0.26871693,-1,33,10,0.032807875,-0.18620266,AC,1137,12012.794818622957,5147.5454,4648.052,1,17,CA,171,1,BE,0,1,-1,0,1500.0,0,INTERNET,1.6664624,other,1,1,0,3
0,0.7,0.03788896,47,7,20,0.0010384702,-0.99308485,AD,1690,7164.189771757594,6203.826,6826.9585,11,13,CA,96,1,BA,0,0,4,0,200.0,0,INTERNET,3.9870832,linux,1,1,0,0
0,0.9,0.44386163,60,3,40,0.022574574,-1.1899962,AC,1271,1945.2965246838123,4249.937,4448.7056,1,4,CA,171,0,BB,0,1,-1,1,200.0,0,INTERNET,2.1262658,linux,1,1,0,6
0,0.1,0.85498637,26,14,30,0.033791814,-1.5151527,AB,665,4643.675611559095,5188.252,5174.023,15,16,CA,227,1,BA,0,1,1,0,1500.0,0,INTERNET,7.37508,x11,0,1,0,3
0,0.5,0.865888,29,4,30,0.022843963,-1.3490202,AB,798,6804.169716016371,5394.345,5228.3955,18,13,CA,100,1,BC,0,1,28,0,200.0,0,INTERNET,16.811615,linux,1,1,0,2
0,0.8,0.49022555,31,44,20,0.0029653858,-0.7985566,AC,1685,6515.725704344492,4752.8833,4808.912,0,20,CA,215,1,BC,0,1,-1,0,1500.0,0,INTERNET,6.030338,linux,1,1,0,4
0,0.9,0.1188939,-1,183,40,0.022973813,28.579002,AA,619,4652.97369549314,5030.16,4341.8174,2,7,CA,226,0,BA,0,1,15,1,200.0,0,INTERNET,4.3790655,other,1,1,0,5
0,0.2,0.2916869,99,4,20,0.00021771884,-0.61955464,AC,1314,5435.160053794783,3394.7117,3109.3657,153,9,CA,155,0,BA,1,1,-1,0,200.0,0,INTERNET,11.543278,linux,1,1,0,7
0,0.8,0.25184125,28,7,20,0.006009991,-1.6083362,AB,1115,3745.420765510242,2596.0662,4258.2104,17,8,CA,186,1,BC,0,1,31,0,200.0,0,INTERNET,22.033426,macintosh,0,1,0,6
0,0.6,0.14992724,-1,23,30,0.02811631,-1.8087479,AD,594,4295.767353202175,8650.979,5311.796,5,15,CE,87,1,BE,0,1,1,0,200.0,0,INTERNET,3.0878878,macintosh,1,1,0,1
0,0.1,0.14353783,-1,182,60,0.023267448,-1.4377168,AB,3771,5630.970991773191,3792.4636,6379.4463,7,3,CC,96,1,BB,1,1,1,0,200.0,0,INTERNET,2.2389784,linux,1,1,0,0
0,0.7,0.45590878,10,4,20,0.026083244,-1.1133178,AB,1116,8986.606515590984,5583.6787,4914.28,7,16,CA,129,1,BB,0,1,26,1,200.0,0,INTERNET,17.594757,other,0,1,0,4
0,0.3,0.7603665,-1,305,20,0.0051802085,-0.39100698,AB,880,1341.3966366006591,2953.9082,4451.807,17,10,CA,235,0,BE,1,0,28,0,500.0,0,INTERNET,4.3826194,windows,1,1,0,5
0,0.9,0.095099956,-1,155,40,0.014219646,-1.0153341,AB,1041,2169.2393974312768,3062.8665,4370.781,44,7,CB,138,1,BC,1,1,30,1,500.0,0,INTERNET,1.0848973,other,1,1,0,0
0,0.1,0.4425041,-1,186,40,0.042251125,-1.4298035,AA,498,3663.407996186567,6574.1367,3123.4895,3,7,CA,193,1,BE,1,1,26,0,1000.0,0,INTERNET,9.987097,windows,1,1,0,5
0,0.9,0.36312404,-1,127,30,0.0029217277,-0.6969581,AC,380,4467.241834144532,2244.28,4214.9126,1,11,CA,181,0,BE,1,1,-1,0,200.0,0,INTERNET,3.3821785,windows,0,1,0,6
0,0.5,0.86880106,11,9,30,0.018976172,-0.7533633,AC,3581,4405.3541520297385,5219.8633,4878.8364,0,10,CA,103,0,BC,0,1,-1,1,200.0,0,INTERNET,6.1612344,other,0,1,0,3
0,0.8,0.26913533,112,177,30,0.036314987,-1.1524327,AC,580,3906.862731620683,3028.583,3101.198,0,7,CA,268,0,BA,1,1,-1,1,1500.0,0,INTERNET,6.340238,linux,1,1,0,7
0,0.8,0.6591085,-1,178,20,0.00425083,-1.052936,AA,1325,6905.947853165671,4887.1914,5136.956,39,13,CA,75,0,BC,1,1,25,0,200.0,0,INTERNET,11.696287,other,1,1,0,2
0,0.9,0.85248846,-1,34,20,0.019594243,-1.4510312,AB,1053,3384.966159021557,5639.317,5614.816,11,4,CA,75,0,BC,0,1,1,0,200.0,0,INTERNET,2.3526347,linux,1,1,0,2
0,0.3,0.834957,-1,85,20,0.011323068,-1.2638918,AD,879,11773.853439289427,4952.85,5498.9053,1,17,CA,19,0,BB,0,1,1,0,200.0,0,INTERNET,8.188529,other,1,1,0,1
0,0.8,0.46526465,-1,148,40,0.01075155,36.46808,AA,2338,2094.097073362882,3810.464,3613.9097,3,4,CA,233,0,BA,1,1,28,0,500.0,0,INTERNET,9.611558,other,1,1,0,7
0,0.9,0.5668635,-1,42,10,0.03538802,99.854164,AA,123,4563.287485295098,2353.7004,3132.3867,8,9,CA,195,0,BE,0,1,1,0,200.0,0,INTERNET,33.636955,macintosh,1,1,0,7
0,0.1,0.92780083,-1,120,30,0.0071837152,9.701791,AA,1767,11338.100455680518,7174.212,6466.54,14,15,CF,50,0,BB,0,1,25,0,200.0,1,INTERNET,6.1137495,linux,1,1,0,0
0,0.1,0.09627839,-1,135,40,0.008727934,13.485077,AA,927,5692.502961567935,5880.4185,5282.916,301,4,CA,78,0,BB,1,0,2,0,200.0,0,INTERNET,2.8824184,other,0,1,0,1
